id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
21132329,2019-03-10 3:37:47 PM CDT,2019-03-10,2019-03-10 20:37:47 UTC,Central Time (US & Canada),,438488,alisonnorthup,2019-03-11 01:24:57 UTC,2019-03-12 14:34:30 UTC,research,CC0,https://www.inaturalist.org/observations/21132329,https://static.inaturalist.org/photos/32664284/medium.jpeg?1552267500,,"",,false,1,0,false,2,"2801 Pool Rd, Grapevine, TX 76051, USA",32.9077682495,-97.1196136475,,,,false,gps,gps,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21147566,Mon Mar 11 2019 11:46:23 GMT-0500 (CDT),2019-03-11,2019-03-11 17:46:23 UTC,Central America,,1093434,shbayley,2019-03-11 16:47:31 UTC,2019-03-12 14:36:30 UTC,needs_id,,https://www.inaturalist.org/observations/21147566,https://static.inaturalist.org/photos/32691276/medium.jpg?1552322859,,"",,false,1,0,false,3,"39402, Hattiesburg, MS, US",31.3504811051,-89.3679162395,10,,,false,,,Physcomitrium,Physcomitrium,,Plantae,154196
21157354,Mon Mar 11 2019 17:16:28 GMT-0400 (EDT),2019-03-11,2019-03-11 21:16:28 UTC,Eastern Time (US & Canada),,84897,ntb1951,2019-03-11 22:24:59 UTC,2019-03-12 18:24:44 UTC,needs_id,,https://www.inaturalist.org/observations/21157354,https://static.inaturalist.org/photos/32707127/medium.jpg?1552343120,,"",,false,0,0,false,3,"220 Riverview Plantation Dr, Williamsburg, VA, US",37.3800673834,-76.6821091044,9,,,false,,,Physcomitrium,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21165708,2019/03/10 6:52 PM EDT,2019-03-10,2019-03-10 22:52:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-12 01:53:37 UTC,2019-03-13 14:07:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21165708,https://static.inaturalist.org/photos/32715488/medium.jpeg?1552355489,,"",,false,1,0,false,,"James City County, VA, USA",37.2674833956,-76.874356978,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21229886,Thu Mar 14 2019 10:29:10 GMT-0400 (EDT),2019-03-14,2019-03-14 14:29:10 UTC,Eastern Time (US & Canada),,1211109,krox,2019-03-14 14:30:14 UTC,2019-03-17 19:40:41 UTC,needs_id,,https://www.inaturalist.org/observations/21229886,https://static.inaturalist.org/photos/32818850/medium.jpg?1552573823,,"",,false,1,0,false,3,"2881 Greensprings Rd, Williamsburg, VA, US",37.2451363597,-76.7884654273,5,,,false,,,Physcomitrium,Physcomitrium,,Plantae,154196
21240039,2019/03/10 2:37 PM CDT,2019-03-10,,Central Time (US & Canada),,18780,hydaticus,2019-03-14 21:21:34 UTC,2020-03-13 18:32:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21240039,https://static.inaturalist.org/photos/32834431/medium.jpeg?1552595893,,"",,false,1,0,false,,"Grapevine, TX, USA",32.9059313067,-97.1149185537,192,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21262866,2019-03-14 2:38:58 PM EDT,2019-03-14,2019-03-14 18:38:58 UTC,Eastern Time (US & Canada),,200221,jamelamoroso,2019-03-15 18:08:44 UTC,2019-03-29 02:20:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21262866,https://static.inaturalist.org/photos/32874370/medium.jpeg?1552673340,,"",,false,1,0,false,2,"1 Sparta Ln, Apex, NC 27502, USA",35.7200813293,-78.8560638428,,,,false,gps,gps,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21266048,Fri Mar 15 2019 15:19:49 GMT-0500 (CDT),2019-03-15,2019-03-15 20:19:49 UTC,Bogota,,549141,rdbd24,2019-03-15 20:22:37 UTC,2019-03-17 19:44:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21266048,https://static.inaturalist.org/photos/32879928/medium.jpg?1552681372,,"",,false,1,0,false,3,"Fontainbleau State Park Preserve, Mandeville, LA, US",30.347971539,-90.0563791954,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21288258,2019/02/27 12:13 PM -0500,2019-02-27,2019-02-27 17:13:00 UTC,Eastern Time (US & Canada),,1009578,tracysfeldman,2019-03-16 16:15:55 UTC,2019-03-17 19:47:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21288258,https://static.inaturalist.org/photos/32916838/medium.jpg?1552752827,,"",,false,1,0,false,,"Laurinburg, NC 28352, USA",34.7428086824,-79.487371464,216,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21288709,2019/03/11 12:31 PM -0400,2019-03-11,2019-03-11 15:31:00 UTC,Atlantic Time (Canada),,1009578,tracysfeldman,2019-03-16 16:32:17 UTC,2019-03-16 20:19:33 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21288709,https://static.inaturalist.org/photos/32917526/medium.jpeg?1552753872,,"",,false,0,0,false,,"Wake County, NC, USA",35.8410811148,-78.7938699341,105,,,false,,,Common Bladder Moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21333123,Sun Mar 17 2019 16:08:42 GMT-0500 (CDT),2019-03-17,2019-03-17 21:08:42 UTC,Bogota,,689059,elzaffa,2019-03-17 21:09:01 UTC,2019-03-18 12:36:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21333123,https://static.inaturalist.org/photos/32992638/medium.jpg?1552856946,,"",,false,1,0,false,3,"412 E E St, Jenks, OK, US",36.027178187,-95.9659355042,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21333788,2019/03/17 10:45 AM EDT,2019-03-17,2019-03-17 14:45:00 UTC,Eastern Time (US & Canada),,200221,jamelamoroso,2019-03-17 21:19:22 UTC,2019-03-18 12:36:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21333788,https://static.inaturalist.org/photos/32992798/medium.jpeg?1552857070,,"",,false,1,0,false,,"Wake, North Carolina, United States",35.6245983333,-78.9332616667,,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21369699,2019/03/15 12:27 PM EDT,2019-03-15,2019-03-15 16:27:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 22:25:14 UTC,2019-03-19 13:58:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21369699,https://static.inaturalist.org/photos/33054071/medium.jpeg?1552947823,,"",,false,1,0,false,,"James City County, VA, USA",37.24276,-76.76556,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21369841,2019/03/15 12:55 PM EDT,2019-03-15,2019-03-15 16:55:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 22:31:08 UTC,2019-03-19 13:59:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21369841,https://static.inaturalist.org/photos/33054301/medium.jpeg?1552948138,,"",,false,1,0,false,,"James City County, VA, USA/Mainland Farm",37.24522,-76.79025,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21370516,2019/03/15 1:00 PM EDT,2019-03-15,2019-03-15 17:00:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 22:55:10 UTC,2019-03-19 13:59:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21370516,https://static.inaturalist.org/photos/33055565/medium.jpeg?1552949632,,"",,false,1,0,false,,"James City County, VA, USA/Mainland Farm",37.24519,-76.7855,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21370641,2019/03/15 1:03 PM EDT,2019-03-15,2019-03-15 17:03:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 22:58:48 UTC,2019-03-19 13:59:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21370641,https://static.inaturalist.org/photos/33055798/medium.jpeg?1552949858,,"",,false,1,0,false,,"James City County, VA, USA/Mainland Farm",37.24515,-76.78917,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21370705,2019/03/15 1:05 PM EDT,2019-03-15,2019-03-15 17:05:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:01:19 UTC,2019-03-19 13:59:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21370705,https://static.inaturalist.org/photos/33055917/medium.jpeg?1552950030,,"",,false,1,0,false,,"James City County, VA, USA/Mainland Farm",37.24511,-76.7892,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21370770,2019/03/15 1:10 PM EDT,2019-03-15,2019-03-15 17:10:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:03:08 UTC,2019-03-19 13:59:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21370770,https://static.inaturalist.org/photos/33056003/medium.jpeg?1552950119,,"",,false,1,0,false,,"James City County, VA, USA/Mainland Farm",37.24505,-76.7887,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21370982,2019/03/15 1:35 PM EDT,2019-03-15,2019-03-15 17:35:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:08:29 UTC,2019-03-19 13:59:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21370982,https://static.inaturalist.org/photos/33056168/medium.jpeg?1552950370,,"",,false,1,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, Box 16",37.26551,-76.87233,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371032,2019/03/15 1:39 PM EDT,2019-03-15,2019-03-15 17:39:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:10:23 UTC,2019-03-19 14:02:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371032,https://static.inaturalist.org/photos/33056311/medium.jpeg?1552950548,,"",,false,1,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, Box 15",37.26544,-76.87113,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371086,2019/03/15 1:43 PM EDT,2019-03-15,2019-03-15 17:43:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:12:39 UTC,2019-03-19 14:59:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21371086,https://static.inaturalist.org/photos/33056410/medium.jpeg?1552950696,,"","",false,0,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, near Box 19",37.2657,-76.87296,3,,,false,,,Common Bladder Moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371174,2019/03/15 1:49 PM EDT,2019-03-15,2019-03-15 17:49:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:14:59 UTC,2019-03-19 13:59:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371174,https://static.inaturalist.org/photos/33056539/medium.jpeg?1552950834,,"",,false,1,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, Box 2",37.26748,-76.87435,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371288,2019/03/15 1:54 PM EDT,2019-03-15,2019-03-15 17:54:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:17:49 UTC,2019-03-19 14:00:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371288,https://static.inaturalist.org/photos/33056630/medium.jpeg?1552950947,,"",,false,1,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, across road from Box 4 by yellow posts",37.26782,-76.87232,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371394,2019/03/15 2:02 PM EDT,2019-03-15,2019-03-15 18:02:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:20:48 UTC,2019-03-19 14:00:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371394,https://static.inaturalist.org/photos/33056794/medium.jpeg?1552951115,,"",,false,1,0,false,,"James City County, VA, USA/Chickahominy Riverfront Park, near Box 8 opp. coral post on line to electrical box",37.26659,-76.86563,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371486,2019/03/15 2:18 PM EDT,2019-03-15,2019-03-15 18:18:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:24:59 UTC,2019-03-19 14:00:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371486,https://static.inaturalist.org/photos/33057017/medium.jpeg?1552951339,,"",,false,1,0,false,,"James City County Marina, near Box 2  to north",37.22619,-76.77819,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371547,2019/03/15 2:20 PM EDT,2019-03-15,2019-03-15 18:20:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:27:05 UTC,2019-03-19 14:01:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371547,https://static.inaturalist.org/photos/33057182/medium.jpeg?1552951541,,"",,false,1,0,false,,"James City County Marina, near Box 2 to south",37.2261,-76.77811,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371650,2019/03/15 2:24 PM EDT,2019-03-15,2019-03-15 18:24:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:28:59 UTC,2019-03-19 14:01:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371650,https://static.inaturalist.org/photos/33057281/medium.jpeg?1552951666,,"",,false,1,0,false,,"James City County Marina, near Box 3 between boats",37.22605,-76.77722,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371708,2019/03/15 2:29 PM EDT,2019-03-15,2019-03-15 18:29:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:31:37 UTC,2019-03-19 14:01:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371708,https://static.inaturalist.org/photos/33057421/medium.jpeg?1552951819,,"","",false,1,0,false,,James City County Marina. gate nearest fish prep,37.22646,-76.77788,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21371754,2019/03/15 2:31 PM EDT,2019-03-15,2019-03-15 18:31:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-18 23:33:18 UTC,2019-03-19 14:03:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21371754,https://static.inaturalist.org/photos/33057493/medium.jpeg?1552951941,,"",,false,1,0,false,,"James City County Marina, first gate",37.2266,-76.77811,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21400384,Tue Mar 19 2019 14:32:35 GMT-0400 (EDT),2019-03-19,2019-03-19 18:32:35 UTC,Eastern Time (US & Canada),,1532155,kywanderer,2019-03-19 22:24:17 UTC,2019-03-20 13:20:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21400384,https://static.inaturalist.org/photos/33105772/medium.jpg?1553034267,,"",,false,1,0,false,3,"Daniel Boone National Forest, Morehead, KY, US",38.1557166667,-83.4647533333,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21404263,Tue Mar 19 2019 19:29:51 GMT-0400 (EDT),2019-03-19,2019-03-19 23:29:51 UTC,Eastern Time (US & Canada),,1532155,kywanderer,2019-03-20 00:24:12 UTC,2019-03-20 13:20:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21404263,https://static.inaturalist.org/photos/33112609/medium.jpg?1553041464,,"",,false,1,0,false,3,"88 Pridemore Ln, Mallie, KY, US",37.3013833333,-82.9215916667,10,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21436748,2019/03/17 6:52 PM EDT,2019-03-17,2019-03-17 22:52:00 UTC,Eastern Time (US & Canada),,700533,cindydarnell,2019-03-21 00:44:51 UTC,2019-03-21 13:09:48 UTC,needs_id,,https://www.inaturalist.org/observations/21436748,https://static.inaturalist.org/photos/33163972/medium.jpg?1553126731,,"",,false,1,0,false,,"North Carolina, US",36.0052189552,-78.9302329987,,obscured,,true,,,Physcomitrium,Physcomitrium,,Plantae,154196
21455980,Sat Mar 16 2019 12:29:18 GMT-0600 (MDT),2019-03-16,2019-03-16 18:29:18 UTC,Mountain Time (US & Canada),,1250817,jodim,2019-03-21 17:47:55 UTC,2019-03-25 17:04:53 UTC,needs_id,,https://www.inaturalist.org/observations/21455980,https://static.inaturalist.org/photos/33197214/medium.jpg?1553190477,,"",,false,0,0,false,3,"950 Canyon Rd, Salt Lake City, UT, US",40.7907667243,-111.8788094052,105,,,false,,,mosses,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21466562,Thu Mar 21 2019 18:14:44 GMT-0400 (EDT),2019-03-21,2019-03-21 22:14:44 UTC,Eastern Time (US & Canada),,1532155,kywanderer,2019-03-21 23:42:15 UTC,2019-03-22 13:26:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21466562,https://static.inaturalist.org/photos/33214364/medium.jpg?1553211747,,"",,false,1,0,false,3,"Shelter Rd, Littcarr, KY, US",37.2371116667,-82.9508283333,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21469804,2019/03/21 4:32 PM CDT,2019-03-21,,Central Time (US & Canada),,395895,wildlandblogger,2019-03-22 01:36:00 UTC,2019-11-23 06:05:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21469804,https://static.inaturalist.org/photos/33218046/medium.jpeg?1553215990,,Wildlandblogger's 2019 lifers,"",false,1,0,false,,"Carbondale, IL, USA",37.7045303451,-89.2270608437,8,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21518069,Sat Mar 23 2019 10:46:21 GMT-0400 (EDT),2019-03-23,2019-03-23 14:46:21 UTC,Eastern Time (US & Canada),,1532155,kywanderer,2019-03-23 16:31:02 UTC,2019-03-23 18:07:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21518069,https://static.inaturalist.org/photos/33299556/medium.jpg?1553358688,,"",,false,1,0,false,3,"6460 Flemingsburg Rd, Morehead, KY, US",38.2300916667,-83.4969633333,5,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21551528,2019-03-24 8:25:50 AM EDT,2019-03-24,2019-03-24 12:25:50 UTC,Eastern Time (US & Canada),,200221,jamelamoroso,2019-03-24 12:29:08 UTC,2019-03-24 14:17:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21551528,https://static.inaturalist.org/photos/33355710/medium.jpeg?1553430555,,"",,false,1,0,false,2,"Chatham County, US-NC, US",35.73078865,-79.10708423,8,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21552287,2019-03-23 6:59:13 PM EDT,2019-03-23,2019-03-23 22:59:13 UTC,Eastern Time (US & Canada),,432801,kkeivit,2019-03-24 13:14:46 UTC,2019-03-24 14:17:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21552287,https://static.inaturalist.org/photos/33356884/medium.jpeg?1553433290,,"",,false,1,0,false,2,"2760 Decker Blvd, Columbia, SC 29206, USA",34.0646094055,-80.9556646273,3,,,false,gps,gps,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21552297,Sun Mar 24 2019 09:15:09 GMT-0400 (EDT),2019-03-24,2019-03-24 13:15:09 UTC,Eastern Time (US & Canada),,1522040,casabeju,2019-03-24 13:15:26 UTC,2019-03-24 14:26:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21552297,https://static.inaturalist.org/photos/33356905/medium.jpg?1553433334,,"",,false,0,0,false,3,"348 River Access, Pittsboro, NC, US",35.7307988685,-79.1069290974,5,,,false,,,mosses,Physcomitrium,,Plantae,154196
21552343,Sun Mar 24 2019 09:17:39 GMT-0400 (EDT),2019-03-24,2019-03-24 13:17:39 UTC,Eastern Time (US & Canada),,1352059,jhuffj,2019-03-24 13:18:45 UTC,2019-12-27 01:01:59 UTC,needs_id,,https://www.inaturalist.org/observations/21552343,https://static.inaturalist.org/photos/33356984/medium.jpg?1553433534,,"",,false,0,0,false,3,"348 River Access, Pittsboro, NC, US",35.7307681069,-79.1069442686,5,,,false,,,Goblet Moss,Physcomitrium,,Plantae,154196
21647575,Tue Mar 26 2019 17:10:11 GMT-0400 (EDT),2019-03-26,2019-03-26 21:10:11 UTC,Eastern Time (US & Canada),,774664,gaby_b,2019-03-26 23:48:26 UTC,2019-04-24 19:01:21 UTC,research,,https://www.inaturalist.org/observations/21647575,https://static.inaturalist.org/photos/33514897/medium.jpg?1553644263,,"","",false,1,0,false,3,"Ohio, US",38.8592944293,-84.1147741639,5,obscured,,true,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21665752,2019-03-27 11:14:21 AM EDT,2019-03-27,2019-03-27 15:14:21 UTC,Eastern Time (US & Canada),,200221,jamelamoroso,2019-03-27 15:15:15 UTC,2019-03-28 22:21:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21665752,https://static.inaturalist.org/photos/33545063/medium.jpeg?1553699728,,"",,false,1,0,false,2,"Durham County, US-NC, US",36.09558945,-78.86639579,8,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21720483,Thu Mar 28 2019 11:08:23 GMT-0400 (EDT),2019-03-28,2019-03-28 15:08:23 UTC,Eastern Time (US & Canada),,857835,hbraunreiter,2019-03-29 00:46:21 UTC,2019-04-02 19:15:40 UTC,research,,https://www.inaturalist.org/observations/21720483,https://static.inaturalist.org/photos/33634886/medium.jpg?1553820397,,"",,false,2,0,false,3,"Kentucky, US",38.0227978791,-85.7663908609,5,obscured,,true,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21722969,Thu Mar 28 2019 11:07:56 GMT-0400 (EDT),2019-03-28,2019-03-28 15:07:56 UTC,Eastern Time (US & Canada),,285107,kentuckybotanist,2019-03-29 02:14:45 UTC,2019-04-02 19:18:04 UTC,research,,https://www.inaturalist.org/observations/21722969,https://static.inaturalist.org/photos/33639079/medium.jpg?1553825730,,"","Limestone glades, occasional ",false,1,0,false,3,"McNeely Lake Park, Louisville, KY, US",38.0916416667,-85.6354216667,10,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21723426,2019/03/28 11:45 AM CDT,2019-03-28,2019-03-28 16:45:00 UTC,Central Time (US & Canada),,27450,alabamaplants,2019-03-29 02:32:03 UTC,2019-04-06 00:33:18 UTC,research,,https://www.inaturalist.org/observations/21723426,https://static.inaturalist.org/photos/33639634/medium.jpeg?1553826504,,"",,false,1,0,false,,"Fayette County, AL, USA",33.8505739561,-87.6431779251,31,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21723998,2019/03/28 3:54 PM EDT,2019-03-28,2019-03-28 19:54:00 UTC,Eastern Time (US & Canada),,517807,kemper,2019-03-29 02:55:44 UTC,2019-04-02 19:18:11 UTC,research,CC0,https://www.inaturalist.org/observations/21723998,https://static.inaturalist.org/photos/33640365/medium.jpeg?1553827395,,"",,false,3,0,false,,"Edmonson County, KY, USA",37.1533607741,-86.0639503709,4,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21739697,2019/03/29 12:45 PM GMT,2019-03-29,2019-03-29 12:45:00 UTC,London,,616669,georgeg,2019-03-29 15:57:08 UTC,2019-04-02 19:24:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21739697,https://static.inaturalist.org/photos/33666932/medium.jpg?1553874740,,"",Good material - frequent. Capsule lids examined (cells uniform in size - cf. Entostodon fascicularis),false,1,0,false,,Kingston Copse,50.6286444568,-1.3298854089,167,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21744928,2019-03-28 1:00:06 PM CDT,2019-03-28,2019-03-28 13:00:06 UTC,UTC,,1563847,graciedaniels_,2019-03-29 18:13:57 UTC,2020-01-15 17:14:55 UTC,needs_id,,https://www.inaturalist.org/observations/21744928,https://static.inaturalist.org/photos/33676396/medium.jpeg?1553883248,,"",,false,0,0,false,2,"1943 E Albany St, Broken Arrow, OK 74012, USA",36.0756530762,-95.7689208984,,,,false,gps,gps,,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21747806,2019-03-29 3:22:45 PM EDT,2019-03-29,2019-03-29 19:22:45 UTC,Eastern Time (US & Canada),,210221,pawelp,2019-03-29 19:24:54 UTC,2019-04-02 19:24:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21747806,https://static.inaturalist.org/photos/33681090/medium.jpeg?1553887507,,"",,false,1,0,false,2,"Brooklyn Bridge Park, Pier 1",40.70129528,-73.99744834,8,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21757499,2019/03/29 3:20 PM EDT,2019-03-29,2019-03-29 19:20:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-29 23:51:47 UTC,2019-04-02 19:26:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21757499,https://static.inaturalist.org/photos/33697156/medium.jpeg?1553903369,,"",,false,1,0,false,,"James City County, VA, USA",37.23958,-76.77613,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21757595,2019/03/29 3:32 PM EDT,2019-03-29,2019-03-29 19:32:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-29 23:53:42 UTC,2019-04-02 19:26:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21757595,https://static.inaturalist.org/photos/33697321/medium.jpeg?1553903554,,"",,false,1,0,false,,"James City County, VA, USA",37.24415,-76.78522,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21757710,2019/03/29 3:55 PM EDT,2019-03-29,2019-03-29 19:55:00 UTC,Eastern Time (US & Canada),,1075610,schrodcat,2019-03-29 23:56:42 UTC,2019-04-02 19:27:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21757710,https://static.inaturalist.org/photos/33697460/medium.jpeg?1553903688,,"",,false,1,0,false,,"James City County, VA, USA",37.24153,-76.77755,3,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21799271,2019/03/30 9:31 AM UTC,2019-03-30,,UTC,,454536,jmgconsult,2019-03-30 21:45:14 UTC,2019-04-02 19:27:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21799271,https://static.inaturalist.org/photos/33765956/medium.jpg?1553981700,,"",,false,1,0,false,,"1550 Anacostia Ave NE, Washington, DC 20019, USA",38.912596,-76.9418223,194,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
21812388,2019/03/24 1:22 PM UTC,2019-03-24,,UTC,,206272,klips,2019-03-31 03:06:22 UTC,2019-04-02 22:47:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21812388,https://static.inaturalist.org/photos/33789148/medium.jpg?1554001576,,"", ,false,1,0,false,,"Miami County, OH, USA",39.9701383333,-84.2671116667,,,,false,,,common bladder moss,Physcomitrium pyriforme,common bladder moss,Plantae,154195
